name,price,package_size,serving_size,calories_per_serving,calculated_calories,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Polyunsaturated Fat,Monounsaturated Fat,Vitamin A,Vitamin C,Insoluble Fiber,Soluble Fiber,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Folic Acid,Vitamin B12,Zinc,Pantothenic Acid,Phosphorus,Calories from Fat,Trans Fat 0g,† As prepared with unsalted butter and salt.,Added SugarsƗ,Ɨ One  serving adds 16g of sugar to your diet and represents  32% of the Daily Value for Added Sugars
"Solid White Albacore Tuna, No Salt Added",$1.99,5 Oz,4 oz/,130.0,125.0,1.0 g,0 g,0 g,40 mg,70 mg,0 g,0 g,0 g,0 g,29 g,1.0 mcg,0 mg,0.9 mg,270 mg,0.5 g,0 g,,,,,,,,,,,,,,,,,,,
"Solid White Albacore Tuna, Salt Added",$1.99,5 Oz,4 oz/,130.0,125.0,1.0 g,0 g,0 g,0 mg,360 mg,0 g,0 g,0 g,0 g,29 g,1.0 mcg,0 mg,0.9 mg,270 mg,0.5 g,0 g,,,,,,,,,,,,,,,,,,,
Chicken Gyoza Potstickers,$3.99,16 Oz,80 g,130.0,126.0,2.0 g,0 g,0 g,20 mg,250 mg,20 g,1 g,1 g,0 g,7 g,0.0 mcg,20 mg,1.4 mg,120 mg,,,,,,,,,,,,,,,,,,,,,
Gnocchi,$1.99,16 Oz,110 g,170.0,168.5,0.5g,0g,0g,0mg,40mg,37g,2g,2g,0g,4g,,,,,,,,,,,,,,,,,,,,,,,,,
Sage Derby,$11.99,1 Lb,28 g,120.0,113.0,9g,5g,0g,20mg,160mg,1g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
Herbes de Provence,$4.99,2.2 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creamy Toscano Cheese Dusted with Cinnamon,$10.99,1 Lb,28 g,110.0,28.0,0g,5g,0g,30mg,170mg,0g,0g,0g,0g,7g,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Salt Crystals,$1.99,3.88 Oz,1.2 g,0.0,0.0,0 g,,,,470 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Bread Crumbs,$2.99,10 Oz,30 g,110.0,105.0,1.0 g,0 g,0 g,0 mg,140 mg,21 g,2 g,2 g,0 g,3 g,0.0 mcg,0 mg,0.3 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Autumn Vegetable & White Bean Gratin,$5.99,17 Oz,230 g,600.0,618.0,30 g,13 g,0 g,60 mg,1190 mg,59 g,10 g,16 g,0 g,28 g,0.2 mcg,640 mg,4.0 mg,1120 mg,,,,,,,,,,,,,,,,,,,,,
Organic Brussels Sprouts,$3.69,14 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caramel Apple Mochi,$4.99,6.8 Oz,192 g,480.0,485.0,13 g,8 g,0 g,40 mg,100 mg,87 g,2 g,61 g,55 g,5 g,0.8 mcg,110 mg,0.6 mg,240 mg,,,,,,,,,,,,,,,,,,,,,
Shishito Peppers,$3.99,6 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Super Sweet Cut Corn,$2.29,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiitake Mushrooms,$3.49,3.5 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shiitake Mushrooms,$2.79,4 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Floral & Clover Honey,$3.99,12 Oz,21 g,60.0,68.0,0 g,,,,0 mg,17 g,,17 g,17 g,0g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Toasted Sesame Oil,$3.49,5 Fl Oz,15 mL,120.0,126.0,14 g,2.0 g,0 g,,0 mg,0 g,,,,0 g,,,,,6 g,6 g,,,,,,,,,,,,,,,,,,,
Organic Firm Tofu,$1.49,14 Oz,84 g,70.0,71.5,3.5 g,0.5 g,0 g,0 mg,10 mg,2 g,2 g,0 g,0 g,8 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Carrots of Many Colors,$1.99,2 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All Natural Chicken Drumsticks,$1.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornbread Stuffing,$5.99,17 Oz,100 g,160.0,168.0,8 g,2 g,0 g,5 mg,490 mg,21 g,1 g,5 g,3 g,3 g,0 mcg,10 mg,1.1 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Fresh Cranberry Orange Relish,$3.99,16 Oz,70 g,110.0,108.0,0 g,0 g,0 g,0 mg,0 mg,27 g,2 g,25 g,22 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Green Onions,$0.99,6 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imported Olive Oil Packed in Italy,$10.99,33.8 Fl Oz,15 mL,120.0,126.0,14 g,2.0 g,0 g,0 mg,0 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.1 mg,0 mg,1.5 g,10 g,,,,,,,,,,,,,,,,,,,
Pasture Raised Large Brown Eggs,$4.99,1 Doz,50 g,70.0,69.0,5g,1.5g,0 g,185mg,70mg,0g,0g,0g,0g,6g,,,,,,,,,,,,,,,,,,,,,,,,,
Rutland Red Leicester Cheese,$12.49,1 Lb,28 g,130.0,139.0,11g,7g,0g,30mg,210mg,2g,0g,0g,0g,8g,,,,,,,,,,,,,,,,,,,,,,,,,
Unexpected Cheddar Cheese Spread,$4.99,9 Oz,28 g,0.0,91.0,7 g,4.5 g,0 g,25 mg,240 mg,3 g,2 g,1 g,0 g,4 g,,0 mg,,,,,,,,,,,,,,,,,,,,,,,
White Bean Chicken Chili Soup,$4.99,20 Oz,245 g,400.0,408.0,12 g,4.5 g,1.0 g,35 mg,1020 mg,53 g,15 g,8 g,0 g,22 g,0.2 mcg,160 mg,3.9 mg,710 mg,,,,,,,,,,,,,,,,,,,,,
Semi-Sweet Chocolate Chunks,$3.49,10 Oz,15 g,80.0,72.0,4..5 g,3.0 g,0 g,0 mg,5 mg,8 g,2 g,6 g,6 g,1 g,0.1 mcg,10 mg,0.8 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Breaded Shrimp,$9.99,12 Oz,113 g,260.0,224.0,16 g,7 g,0 g,90 mg,480 mg,13 g,2 g,1 g,0 g,7 g,0 mcg,30 mg,0.4 mg,240 mg,,,,,,,,,,,,,,,,,,,,,
Pumpkin Spiced Joe-Joe's Sandwich Cookies,$4.49,9.4 Oz,24 g,120.0,126.0,6 g,4 g,0 g,0 mg,125 mg,16 g,0 g,12 g,11 g,2 g,0 mcg,20 mg,0.3 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Salted Maple Ice Cream,$3.79,1 Pint,128 g,850.0,870.0,50 g,28 g,1 g,315 mg,750 mg,93 g,0 g,86 g,75 g,12 g,2.4 mcg,350 mg,0.9 mg,340 mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Pumpkin Bread,$5.99,16 Oz,57 g/,190.0,194.0,6 g,0.5 g,0 g,40 mg,140 mg,32 g,1 g,18 g,17 g,3 g,0.0 mcg,20 mg,0.9 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Pumpkin Streusel Muffins,$5.99,14 Oz,99 g,390.0,388.0,16 g,2.5 g,0 g,50 mg,290 mg,58 g,2 g,24 g,22 g,3 g,0.5 mcg,50 mg,0.8 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Caramel Apple Dipping Kit,$6.99,16 Oz,76 g,320.0,322.0,14 g,6 g,0 g,5 mg,95 mg,44 g,1 g,25 g,23 g,5 g,0.2 mcg,50 mg,0.4 mg,160 mg,,,,,,,,,,,,,,,,,,,,,
Halloween Joe-Joe's Cookies,$3.99,16 Oz,28 g,140.0,138.0,6 g,2.0 g,0 g,0 mg,70 mg,20 g,2 g,12 g,12 g,1 g,0.0 mcg,10 mg,1.1 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Roasted Turkey & Sweet Potato Burrito,$4.49,8 Oz,227 g,470.0,460.0,12 g,1.5 g,0 g,20 mg,710 mg,70 g,5 g,10 g,8 g,18 g,0.2 mcg,90 mg,5.0 mg,380 mg,,,,,,,,,,,,,,,,,,,,,
Organic Mini Sweet Peppers,$3.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon Roll Blondie Bar Baking Mix,$3.99,21 Oz,30 g,160.0,166.0,6 g,3.0 g,0 g,30 mg,95 mg,26 g,0 g,19 g,19 g,2 g,0.1 mcg,20 mg,0.6 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Pumpkin Cheesecake Croissants,$4.49,7.4 Oz,105 g,290.0,296.0,16 g,10 g,0 g,50 mg,340 mg,31 g,2 g,11 g,8 g,7 g,0.1 mcg,90 mg,0.7 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Stripey Joe,$11.99,1 Lb,28 g,110.0,113.0,9g,6g,0g,20mg,160mg,2g,0g,0g,0g,6g,,,,,,,,,,,,,,,,,,,,,,,,,
Triple Cream Brie Cheese with Green Peppercorns,$11.99,1 Lb,28 g,120.0,124.0,12g,8g,0g,30mg,170mg,0g,0g,0g,0g,4g,,,,,,,,,,,,,,,,,,,,,,,,,
Apple Cider Donuts,$4.49,15.9 Oz,75 g,320.0,324.0,16 g,7 g,0 g,10 mg,310 mg,41 g,1 g,21 g,20 g,4 g,0.0 mcg,20 mg,1.3 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Pumpkin Overnight Oats,$1.99,5.5 Oz,156 g,200.0,197.0,5.0 g,0.5 g,0 g,0 mg,150 mg,33 g,6 g,12 g,0 g,5 g,0.0 mcg,60 mg,2.0 mg,330 mg,,,,,,,,,,,,,,,,,,,,,
Honey O's Cereal,$2.69,13.5 Oz,41 g,160.0,166.0,2.0 g,0 g,0 g,0 mg,210 mg,34 g,2 g,14 g,14 g,3 g,0.0 mcg,10 mg,5.4 mg,90 mg,,,,,,,0.67 mg,,1.6 mg,0.18 mg,40 mcg DFE,25 mcg,,2.2 mg,0.7 mg,110 mg,,,,,
Joe's O's Cereal,$1.99,12 Oz,41 g,160.0,166.5,2.5 g,0.5 g,0 g,0 mg,170 mg,31 g,4 g,2 g,2 g,5 g,0.0 mcg,20 mg,8.1 mg,130 mg,,,,,2 g,1 g,0.72 mg,,2.4 mg,0.25 mg,40 mcg DFE,25 mcg,,2.7 mg,0.7 mg,180 mg,,,,,
Just The Clusters Maple Pecan Granola Cereal,$3.79,16 Oz,64 g,290.0,299.0,11 g,1.0 g,0 g,0 mg,80 mg,45 g,4 g,16 g,16 g,5 g,0.0 mcg,30 mg,1.5 mg,150 mg,,,,,,,,,,,,,,,,,,,,,
Organic Italian Cascatelli Pasta,$2.99,16 Oz,56 g,200.0,200.0,0 g,0 g,0 g,0 mg,0 mg,43 g,2 g,1 g,0 g,7 g,0.0 mcg,10 mg,0.6 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Gochujang Paste,$1.99,7.05 Oz,7 g,15.0,16.0,0 g,0 g,0 g,0 mg,170 mg,4 g,0 g,,2 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Pretzel Slims,$2.49,8 Oz,28 g,110.0,108.5,0.5 g,0 g,0 g,0 mg,280 mg,23 g,1 g,1 g,1 g,3 g,0 mcg,10 mg,1.3 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Simply Eggless Plant Based Egg,$4.99,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Pineapple Chunks,$2.99,15 Oz,142 g,90.0,96.0,0g,0g,0g,0mg,0mg,22g,1g,21g,0g,2g,,,,,,,,,,,,,,,,,,,,,,,,,
Mascarpone,$3.99,8 Oz,1 /,60.0,71.0,7 g,5 g,0 g,20 mg,5 mg,0 g,0 g,0 g,0 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Lemon Curd,$3.99,10.5 Oz,30 g,100.0,106.5,2.5 g,2 g,0 g,30 mg,20 mg,19 g,0 g,19 g,18 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Sliced Prosciutto,$3.99,4 Oz,28 g,110.0,83.0,7g,3g,0g,30mg,720mg,0g,0g,0g,0 g,5 g,,,,,,,,,,,,,,,,,,,,,,,,,
Sriracha Flavored Baked Tofu,$3.99,7 Oz,99 g,140.0,147.0,7 g,1 g,0 g,0 mg,440 mg,6 g,1 g,2 g,,15 g,,,,,,,,,,,,,,,,,,,,,,,,,
Shawarma Chicken Thighs,$6.99,1 Lb,112 g,160.0,159.0,7 g,1.5 g,0 g,100 mg,440 mg,3 g,0 g,0 g,0 g,21 g,0 mcg,20 mg,1.2 mg,290 mg,,,,,,,,,,,,,,,,,,,,,
Creamy Cauliflower Mash,$3.99,12 Oz,115 g,140.0,145.0,13g,8g,0g,35mg,330mg,5g,2g,3g,0g,2g,,,,,,,,,,,,,,,,,,,,,,,,,
Banana Pudding Flavored Ice Cream,$3.79,1 Pint,128 g,910.0,925.0,49 g,28 g,1 g,215 mg,340 mg,108 g,1 g,88 g,69 g,13 g,1.9 mcg,350 mg,1.3 mg,500 mg,,,,,,,,,,,,,,,,,,,,,
Uncured Dry Rubbed Sliced Bacon,$5.99,12 Oz,12 g,60.0,43.0,3 g,1.5 g,0 g,10 mg,220 mg,0 g,0 g,0 g,,4 g,,,,,,,,,,,,,,,,,,,,,,,,,
Baby Shanghai Bok Choy,$3.99,6.3 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Tsao Stir Fry Sauce,$3.49,12.35 Oz,72 g,150.0,149.0,1 g,0 g,0 g,0 mg,780 mg,35 g,0 g,35 g,28 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Whole Milk Greek Yogurt,$0.99,5.3 Oz,150 g,150.0,148.0,8 g,4.5 g,0 g,30 mg,60 mg,6 g,0 g,4 g,0 g,13 g,,,,,,,,,,,,,,,,,,,,,,,,,
Nonfat Plain Greek Yogurt,$0.99,5.3 Oz,150 g,90.0,84.0,0 g,0 g,0 g,10 mg,65 mg,6 g,0 g,4 g,0 g,15 g,,,,,,,,,,,,,,,,,,,,,,,,,
Green Goddess Gouda,$9.49,1 Lb,28 g,90.0,91.0,7g,4.5g,0g,25mg,260mg,1g,0g,0,0g,6g,,,,,,,,,,,,,,,,,,,,,,,,,
Turkeyless Ground,$3.99,12 Oz,113 g,700.0,695.0,35 g,15 g,0 g,0 mg,1330 mg,33 g,9 g,2 g,0 g,62 g,0.2 mcg,40 mg,12.4 mg,1320 mg,,,,,,,,,,,,,,,,,,,,,
Instant Boba Kit,$4.99,9.2 Oz,65 g,110.0,112.0,0 g,0 g,0 g,0 mg,5 mg,28 g,0 g,18 g,0 g,0 g,0 mcg,20 mg,0.3 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Hot & Sweet Jalapeños,$3.29,12 Fl Oz,28 g/ about,40.0,36.0,0 g,0 g,0 g,0 mg,320 mg,9 g,0 g,9 g,9 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Vegetable Biryani with Vegetable Dumplings,$2.99,10 Oz,142 g,420.0,436.0,12 g,1.5 g,0 g,0 mg,1370 mg,72 g,12 g,5 g,2 g,10 g,0 mcg,60 mg,2.2 mg,480 mg,,,,,,,,,,,,,,,,,,,,,
Russet Potatoes,$0.79,1 Each,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiave d' Oro Raw Milk Hard Cheese,$3.49,5 Oz,1 oz(28g 1 inch cube,130.0,126.0,10 g,6 g,0 g,30 mg,240 mg,2 g,0 g,0 g,0 g,7 g,,,,,,,,,,,,,,,,,,,,,,,,,
Jalapeño and Honey Chevre,$2.99,5 Oz,28 g,80.0,82.0,6 g,4 g,0 g,20 mg,75 mg,3 g,0 g,3 g,2 g,4 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Hickory Smoked Turkey Breast,$5.99,6 Oz,56 g,60.0,57.0,1 g,0 g,0 g,30 mg,400 mg,0 g,0 g,0 g,0 g,12 g,,,,,,,,,,,,,,,,,,,,,,,,,
Corn and Chile Tomato-less Salsa,$3.49,13.75 Oz,34 g,40.0,40.0,0 g,0 g,0 g,0 mg,110 mg,9 g,0 g,7 g,5 g,1 g,0 mcg,0 mg,0.2 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Dill-icious Chopped Salad Kit,$3.99,11.32 Oz,100 g,40.0,143.0,11 g,1 g,0 g,5 mg,240 mg,9 g,2 g,3 g,0 g,2 g,0 mcg,60 mg,0.7 mg,280 mg,,,,,,,,,,,,,,,,,,,,,
Garlic & Jalapeño Stuffed Olives,$3.99,17.64 Oz,11 g,15.0,13.5,1.5 g,,,,210 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Waffles,$2.49,8.7 Oz,93 g,810.0,823.0,31 g,3.5 g,0 g,95 mg,550 mg,120 g,7 g,46 g,24 g,16 g,0 mcg,310 mg,0.2 mg,390 mg,,,,,,,,,,,,,,,,,,,,,
Mini Chocolate Chip Cookies,$0.99,2 Oz,57 g,270.0,277.0,13 g,8 g,0 g,40 mg,240 mg,37 g,2 g,23 g,22 g,3 g,0.1 mcg,20 mg,2.3 mg,110 mg,,,,,,,,,,,,,,,,,,,,,
Cinnamon Coffee Cake,$5.99,16 Oz,57 g/,240.0,240.0,12 g,2 g,0 g,45 mg,270 mg,31 g,2 g,19 g,18 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Gluten Free White Sandwich Bread,$4.99,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sugar Snap Peas,$3.99,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hot Italian Sausage made with Pork,$6.49,1 Lb,90 g,190.0,185.0,13 g,4.5 g,0 g,55 mg,450 mg,2 g,0 g,1 g,1 g,15 g,0.7 mcg,20 mg,0.7 mg,530 mg,,,,,,,,,,,,,,,,,,,,,
Sweet Italian Sausage made with Pork,$6.49,1 Lb,90 g,190.0,181.0,13 g,4.5 g,0 g,55 mg,440 mg,1 g,0 g,1 g,2g,15 g,0.7 mcg,20 mg,0.7 mg,510 mg,,,,,,,,,,,,,,,,,,,,,
Homestyle Salsa Especial Mild,$3.99,12 Oz,30 g,5.0,4.0,0 g,0 g,0 g,0 mg,160 mg,1 g,0 g,2 g,0 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Mango Jicama Slaw,$5.49,12 Oz,100 g,70.0,74.5,2.5 g,0 g,0 g,0 mg,50 mg,12 g,3 g,9 g,3 g,1 g,0 mcg,20 mg,0.4 mg,160 mg,,,,,,,,,,,,,,,,,,,,,
"Egg Bites Cheese, Spinach & Kale",$3.79,4.2 Oz,119 g,150.0,148.0,8 g,5 g,0 g,25 mg,520 mg,7 g,0 g,2 g,0 g,12 g,,,,,,,,,,,,,,,,,,,,,,,,,
Egg Bites Cheddar Cheese & Uncured Bacon,$3.79,4.2 Oz,119 g,240.0,232.0,16 g,8 g,0 g,235 mg,690 mg,6 g,0 g,1 g,2g,16 g,,,,,,,,,,,,,,,,,,,,,,,,,
"Red Bell Pepper, Garlic & Parmesan Cream Cheese Spread",$2.79,8 Oz,30 g,100.0,97.0,9g,6g,0g,30mg,260mg,2g,0g,1g,0g,2g,,,,,,,,,,,,,,,,,,,,,,,,,
Oven-Baked Cheese Bites,$2.99,2.11 Oz,28 g,340.0,345.0,25 g,17 g,0.5 g,70 mg,550 mg,2 g,0 g,0 g,0 g,28 g,0 mcg,950 mg,0.2 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Eggplant Garlic Spread,$2.99,12 Oz,30 g,30.0,34.0,2 g,0 g,0 g,0 mg,220 mg,4 g,1 g,2 g,1 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Soft-Baked Sunflower Butter Cookies,$3.49,6 Oz,28 g,130.0,128.5,4.5g,0g,0g,0mg,115mg,19g,2g,11g,6g,3g,0mcg,10mg,0.7mg,130mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Joe-Joe's Chocolate Vanilla Creme Cookies,$4.49,12.5 Oz,26 g,130.0,134.0,6 g,2.5 g,0 g,0 mg,70 mg,18 g,2 g,10 g,10 g,2 g,0 mcg,0 mg,0.5 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Dry Roasted & Salted Pistachios,$6.99,1 Lb,30 g,170.0,177.0,13 g,1.5 g,0 g,0 mg,115 mg,9 g,3 g,2 g,0 g,6 g,0 mcg,30 mg,1.2 mg,300 mg,4 g,7 g,,,,,,,,,,,,,,,,,,,
Strawberry Yogurt O's,$3.99,12 Oz,3/4 cup,120.0,114.0,2 g,1.5 g,0 g,0 mg,95 mg,22 g,1 g,8 g,5 g,2 g,0 mcg,61 mg,5 mg,45 mg,,,,,,,,,,,,,,,,,,,,,
Chile Lime Seasoning Blend,$2.29,2.9 Oz,1 g,0.0,0.0,0 g,,,,180 mg,0 g,,0 g,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Thai Style Yellow Curry Sauce,$3.49,11 Oz,60 g,110.0,107.0,7g,1.5g,0g,0mg,720mg,11g,0g,6g,4g,0g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Vegetarian Chili,$2.49,14.67 Oz,416 g,410.0,422.0,14 g,1 g,0 g,0 mg,1160 mg,48 g,16 g,5 g,0 g,26 g,0 mcg,200 mg,7.5 mg,980 mg,,,,,,,,,,,,,,,,,,,,,
Mint Chip Ice Cream,$4.49,1 Qt,140 g,370.0,375.0,23 g,15 g,0 g,80 mg,60 mg,37 g,0 g,34 g,29 g,5 g,0.9 mcg,140 mg,1 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Cheese & Green Chile Tamales,$3.79,10 Oz,142 g,590.0,589.0,33 g,12 g,0 g,40 mg,1220 mg,56 g,5 g,4 g,0 g,17 g,0.3 mcg,410 mg,2.5 mg,410 mg,,,,,,,,,,,,,,,,,,,,,
Sweet Potato Fries,$2.49,15 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza Parlanno,$5.49,18.2 Oz,129 g/,330.0,328.0,16 g,6 g,0 g,30 mg,620 mg,33 g,2 g,5 g,,13 g,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken Cilantro Mini Wontons,$3.49,12 Oz,36 g,50.0,52.5,0.5g,0g,0g,5mg,150mg,9g,1g,1g,,3g,,,,,,,,,,,,,,,,,,,,,,,,,
Layered Beef Tostada,$2.99,8 Oz,227 g,460.0,471.0,23 g,12 g,0.5 g,70 mg,830 mg,38 g,8 g,3 g,1 g,28 g,0 mcg,260 mg,3.9 mg,520 mg,,,,,,,,,,,,,,,,,,,,,
Unexpected Cheddar Chicken Sausage,$4.49,12 Oz,85 g,160.0,157.0,9 g,2.5 g,0 g,75 mg,700 mg,3 g,0 g,1 g,2g,16 g,0 mcg,50 mg,0.9 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Coffee Bean Blast Ice Cream,$4.49,1 Qt,140 g,320.0,326.0,18 g,11 g,0 g,75 mg,65 mg,36 g,0 g,32 g,27 g,5 g,0.7 mcg,160 mg,0.4 mg,240 mg,,,,,,,,,,,,,,,,,,,,,
Beehive Promontory Cheese,$9.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Dark Chocolate Bar with Almonds,$1.99,3.51 Oz,33 g,190.0,198.0,14 g,7 g,0 g,0 mg,0 mg,14 g,4 g,8 g,7 g,4 g,0 mcg,30 mg,2 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Organic Dark Chocolate Bar 73% Cacao,$1.99,3.51 Oz,33 g,190.0,198.0,14 g,8 g,0 g,0 mg,0 mg,15 g,4 g,9 g,9 g,3 g,0 mcg,20 mg,2.1 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
Organic Milk Chocolate Truffle Bar,$1.99,3.51 Oz,33 g,190.0,198.0,14 g,8 g,0 g,10 mg,15 mg,16 g,1 g,14 g,13 g,2 g,0.3 mcg,40 mg,1 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Watermelon & Peach Macarons,$5.49,4.2 Oz,36 g,150.0,141.0,5 g,1.5 g,0 g,0 mg,15 mg,21 g,2 g,19 g,17 g,3 g,0.0 mcg,30 mg,0.3 mg,70 mg,,,,,,,,,,,,,,,,,,,,,
Blueberry Dream Frozen Dessert Bars,$3.49,11 Oz,156 g,470.0,500.0,12 g,7 g,0 g,55 mg,50 mg,94 g,0 g,89 g,78 g,4 g,0.0 mcg,120 mg,0.4 mg,210 mg,,,,,,,,,,,,,,,,,,,,,
Out of this World Ice Pops,$3.29,11.16 Fl Oz,165 g,300.0,296.0,0 g,0 g,0 g,0 mg,30 mg,74 g,0 g,69 g,68 g,0 g,0.0 mcg,60 mg,0.0 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Horchata Ice Cream,$3.79,1 Pint,123 g,920.0,943.0,55 g,33 g,1.0 g,220 mg,400 mg,98 g,1 g,87 g,74 g,14 g,2.0 mcg,420 mg,0.7 mg,430 mg,,,,,,,,,,,,,,,,,,,,,
Sliced Provolone Cheese,$4.99,12 Oz,28 g,100.0,104.0,8 g,4.5 g,0 g,20 mg,170 mg,2 g,0 g,0 g,0 g,6 g,0 mcg,210 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Uncooked Ground Buffalo Burgers,$10.99,16 Oz,150 g/,370.0,370.0,30 g,16 g,0 g,60 mg,80 mg,0 g,0 g,0 g,,25 g,,,,,,,,,,,,,,,,,,,,,,,,,
Fire Roasted Red Peppers,$2.29,12 Oz,28 g,10.0,12.0,0 g,0 g,0 g,0 mg,80 mg,3 g,0 g,2 g,1 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Crumbled Goat Cheese,$2.99,4 Oz,28 g,80.0,78.0,6 g,4 g,0 g,25 mg,90 mg,1 g,2 g,0 g,0 g,5 g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Red Bell Peppers,$3.99,12 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portabella Mushrooms,$3.49,6 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Baby Lettuce Mix,$1.99,5 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Arugula,$3.99,7 Oz,85 g,50.0,61.5,1.5 g,0 g,0 g,0 mg,55 mg,7 g,3 g,4 g,0 g,5 g,0.0 mcg,320 mg,2.9 mg,730 mg,,,,,,,,,,,,,,,,,,,,,
Fig Butter,$2.99,11 Oz,20 g,45.0,44.0,0 g,0 g,0 g,0 mg,0 mg,11 g,0 g,10 g,7 g,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
"Vegan Kale, Cashew & Basil Pesto",$3.99,8 Oz,60 g,180.0,190.0,18 g,3 g,0 g,0 mg,240 mg,5 g,2 g,2 g,0 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
